City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,edinburgh of the seven seas,-37.0676,-12.3116,54.93,75,100,17.83,SH,1725840584
1,madingou,-4.1536,13.55,77.85,74,46,2.82,CG,1725840585
2,punta arenas,-53.15,-70.9167,33.91,93,40,19.57,CL,1725840495
3,avarua,-21.2078,-159.775,78.85,73,40,12.66,CK,1725840587
4,college,64.8569,-147.8028,54.07,82,100,4.61,US,1725840588
5,belmonte,-15.8631,-38.8828,71.51,80,10,6.73,BR,1725840589
6,kwangyang,34.9753,127.5892,83.61,72,15,3.42,KR,1725840590
7,puerto natales,-51.7236,-72.4875,36.72,73,61,16.02,CL,1725840591
8,mbanza kongo,-6.267,14.2401,72.93,73,93,5.21,AO,1725840593
9,ribeira grande,38.5167,-28.7,71.78,85,36,10.0,PT,1725840594
10,port-aux-francais,-49.35,70.2167,37.9,90,100,23.94,TF,1725840595
11,gilleleje,56.122,12.3106,69.85,81,100,1.99,DK,1725840596
12,iqaluit,63.7506,-68.5145,41.7,80,20,5.75,CA,1725840588
13,papatowai,-46.5619,169.4708,54.19,60,100,8.63,NZ,1725840598
14,yellowknife,62.456,-114.3525,68.41,65,100,5.01,CA,1725840590
15,kapa'a,22.0752,-159.319,85.48,64,40,10.36,US,1725840601
16,urangan,-25.3,152.9,67.51,82,12,10.02,AU,1725840602
17,burgstadt,50.9167,12.8167,67.05,87,100,10.16,DE,1725840604
18,pizarro,4.9533,-77.366,78.84,88,68,5.35,CO,1725840605
19,waitangi,-43.9535,-176.5597,51.01,82,99,23.17,NZ,1725840606
20,alta,69.9689,23.2717,63.66,80,0,23.0,NO,1725840607
21,taroa,8.7058,171.2275,83.79,75,24,11.36,MH,1725840608
22,nagqu,31.5,92.0,37.09,91,100,1.83,CN,1725840609
23,petropavlovsk-kamchatsky,53.0452,158.6483,55.99,44,75,15.66,RU,1725840610
24,arraial do cabo,-22.9661,-42.0278,71.26,90,0,23.09,BR,1725840611
25,hadibu,12.65,54.0333,77.22,83,10,16.75,YE,1725840612
26,olonkinbyen,70.9221,-8.7187,38.93,91,98,18.63,SJ,1725840613
27,jumla,29.2747,82.1838,54.73,90,8,2.24,NP,1725840615
28,longyearbyen,78.2186,15.6401,33.64,80,20,8.05,SJ,1725840616
29,invercargill,-46.4,168.35,56.01,69,100,10.0,NZ,1725840617
30,grytviken,-54.2811,-36.5092,33.15,90,23,4.85,GS,1725840618
31,aasiaat,68.7098,-52.8699,32.47,82,26,4.81,GL,1725840619
32,tiksi,71.6872,128.8694,45.73,76,100,12.24,RU,1725840620
33,beyneu,45.3167,55.2,65.73,38,0,9.91,KZ,1725840621
34,tuymazy,54.6067,53.7097,59.79,86,68,2.64,RU,1725840622
35,n'dalatando,-9.2978,14.9116,65.43,78,33,3.44,AO,1725840623
36,san luis de la loma,17.2706,-100.8939,81.0,86,100,5.28,MX,1725840625
37,kirkland lake,48.1446,-80.0377,41.68,93,91,6.04,CA,1725840626
38,chernyshkovskiy,48.4219,42.2308,61.09,38,81,7.23,RU,1725840627
39,adamstown,-25.066,-130.1015,66.63,82,34,25.95,PN,1725840350
40,chonchi,-42.6128,-73.8092,42.19,93,64,3.38,CL,1725840629
41,bilibino,68.0546,166.4372,39.74,81,100,4.0,RU,1725840589
42,naze,28.3667,129.4833,79.72,86,96,20.0,JP,1725840374
43,st. john's,47.5649,-52.7093,66.15,96,75,11.5,CA,1725840479
44,dudinka,69.4058,86.1778,31.77,91,100,21.94,RU,1725840634
45,port elizabeth,-33.918,25.5701,52.32,75,69,3.0,ZA,1725840635
46,puerto rico,-26.796,-55.024,80.22,39,34,1.41,AR,1725840636
47,nar'yan-mar,67.6713,53.087,43.74,76,69,9.19,RU,1725840637
48,meadow lake,34.8014,-106.5436,83.68,25,4,12.48,US,1725840638
49,uturoa,-16.7333,-151.4333,76.96,76,27,17.38,PF,1725840639
50,hawaiian paradise park,19.5933,-154.9731,84.72,66,0,8.05,US,1725840640
51,hermanus,-34.4187,19.2345,49.95,76,40,11.03,ZA,1725840525
52,fada n'gourma,12.0622,0.3578,74.62,90,49,5.39,BF,1725840642
53,cannonvale,-20.2833,148.7,72.79,66,32,9.46,AU,1725840643
54,dharmanagar,24.3667,92.1667,76.73,98,87,1.79,IN,1725840409
55,palmerston north,-40.35,175.6167,57.74,75,43,1.99,NZ,1725840646
56,iskateley,67.6803,53.1512,43.59,75,68,9.22,RU,1725840647
57,vila do maio,15.1333,-23.2167,79.65,77,93,11.03,CV,1725840648
58,anadyr,64.75,177.4833,52.3,76,40,6.71,RU,1725840649
59,lihue,21.9789,-159.3672,84.74,63,40,10.36,US,1725840650
60,zeya,53.75,127.2667,56.34,56,100,11.86,RU,1725840651
61,touros,-5.1989,-35.4608,75.02,83,46,14.94,BR,1725840505
62,priyutovo,53.9,53.9333,58.69,85,68,1.72,RU,1725840653
63,hamilton,39.1834,-84.5333,65.41,47,0,4.61,US,1725840494
64,bethel,41.3712,-73.414,58.53,75,0,4.61,US,1725840656
65,port mathurin,-19.6833,63.4167,71.78,79,5,18.41,MU,1725840657
66,atafu village,-8.5421,-172.5159,82.63,76,10,15.3,TK,1725840658
67,caleta de carquin,-11.0925,-77.6267,63.45,84,42,9.33,PE,1725840659
68,karratha,-20.7377,116.8463,79.45,23,27,16.13,AU,1725840660
69,rosetta,31.4044,30.4164,79.5,70,75,11.05,EG,1725840661
70,badger,64.8,-147.5333,53.98,89,100,4.61,US,1725840481
71,stanley,54.868,-1.6985,54.28,96,100,10.36,GB,1725840664
72,ushuaia,-54.8,-68.3,31.68,90,99,6.98,AR,1725840666
73,yuzhno-kurilsk,44.0306,145.8556,64.76,72,4,14.38,RU,1725840667
74,bubaque,11.2833,-15.8333,79.66,83,100,6.64,GW,1725840668
75,beira,-19.8436,34.8389,71.69,75,1,5.95,MZ,1725840669
76,novoural'sk,57.2439,60.0839,53.44,94,3,2.28,RU,1725840615
77,utrik,11.2278,169.8474,83.16,78,4,16.26,MH,1725840671
78,ar ruways,24.1103,52.7306,88.23,74,0,7.92,AE,1725840672
79,west island,-12.1568,96.8225,78.78,78,20,18.41,CC,1725840615
80,georgetown,5.4112,100.3354,78.73,73,20,3.44,MY,1725840613
81,orange walk,17.8333,-88.8333,82.02,87,80,5.75,BZ,1725840587
82,huarmey,-10.0681,-78.1522,63.81,83,21,8.93,PE,1725840677
83,las palmas de gran canaria,28.0997,-15.4134,73.53,69,20,19.57,ES,1725840651
84,antofagasta,-23.65,-70.4,58.28,88,34,6.87,CL,1725840631
85,albany,42.6001,-73.9662,55.92,67,2,6.4,US,1725840675
86,carauari,-4.8828,-66.8958,88.0,32,73,1.32,BR,1725840682
87,buka,40.8108,69.1986,57.09,32,100,4.79,UZ,1725840683
88,ballina,-28.8667,153.5667,71.19,78,59,12.17,AU,1725840684
89,lagunas,-5.2269,-75.6753,82.11,56,42,2.57,PE,1725840685
90,ust-nera,64.5667,143.2,48.16,75,97,3.33,RU,1725840686
91,moussoro,13.6408,16.4901,83.41,66,17,6.87,TD,1725840688
92,nadym,65.5333,72.5167,37.58,72,100,15.1,RU,1725840689
93,ilulissat,69.2167,-51.1,32.02,80,100,5.75,GL,1725840552
94,kerikeri,-35.2268,173.9474,61.93,42,5,6.22,NZ,1725840691
95,vilyuchinsk,52.9306,158.4028,57.47,58,65,10.0,RU,1725840692
96,sitka,57.0531,-135.33,60.69,67,20,16.11,US,1725840693
97,nazyvayevsk,55.5698,71.3529,52.2,96,76,6.2,RU,1725840694
98,alofi,-19.0595,-169.9187,78.69,78,75,10.36,NU,1725840695
99,saguenay,48.4168,-71.0657,44.8,81,99,7.72,CA,1725840478
100,cacheu,12.2706,-16.1658,76.53,92,100,2.98,GW,1725840697
101,kumertau,52.7667,55.7833,54.28,89,16,3.91,RU,1725840698
102,ostersund,63.1792,14.6357,64.62,84,40,9.22,SE,1725840427
103,opuwo,-18.0607,13.84,63.34,32,2,4.36,NA,1725840701
104,norilsk,69.3535,88.2027,33.13,98,100,19.13,RU,1725840702
105,wailua homesteads,22.0669,-159.378,84.13,66,40,10.36,US,1725840703
106,margaret river,-33.95,115.0667,55.17,74,100,1.52,AU,1725840704
107,stephenville,32.2207,-98.2023,78.93,37,0,8.05,US,1725840705
108,alamos,27.0167,-108.9333,89.24,43,50,3.58,MX,1725840706
109,hirara,24.8,125.2833,85.46,77,72,15.55,JP,1725840707
110,tazovsky,67.4667,78.7,34.41,73,98,26.55,RU,1725840708
111,saipan,15.1355,145.701,83.1,78,75,8.05,MP,1725840710
112,quiberon,47.4841,-3.1196,62.2,83,100,17.38,FR,1725840711
113,gadzhiyevo,69.2551,33.3362,56.01,91,53,12.15,RU,1725840712
114,newman,37.3138,-121.0208,101.05,23,0,5.01,US,1725840713
115,nemuro,43.3236,145.575,64.98,78,0,18.41,JP,1725840714
116,askale,39.9208,40.695,60.21,68,92,4.32,TR,1725840715
117,la maddalena,41.2142,9.4083,74.21,82,96,27.49,IT,1725840716
118,bontang,0.1333,117.5,79.57,84,72,4.07,ID,1725840717
119,uvinza,-5.1036,30.3911,75.34,46,73,2.3,TZ,1725840718
120,maceio,-9.6658,-35.7353,74.79,82,32,14.65,BR,1725840550
121,klyuchi,52.2667,79.1667,53.19,85,78,5.68,RU,1725840722
122,chandler,33.3062,-111.8412,107.28,12,0,10.36,US,1725840477
123,barcelos,41.5388,-8.6151,56.61,93,0,3.04,PT,1725840724
124,puerto baquerizo moreno,-0.9,-89.6,69.94,87,100,12.91,EC,1725840725
125,salinopolis,-0.6136,-47.3561,80.37,77,18,13.65,BR,1725840726
126,ulverstone,-41.15,146.1667,55.72,72,57,15.12,AU,1725840727
127,port lincoln,-34.7333,135.8667,58.86,63,100,12.68,AU,1725840728
128,malabar,-33.9667,151.25,69.53,44,0,13.8,AU,1725840729
129,puerto ayora,-0.7393,-90.3518,70.56,95,97,5.99,EC,1725840730
130,kralendijk,12.15,-68.2667,85.98,79,20,16.11,BQ,1725840732
131,luza,60.6308,47.2512,52.25,80,74,3.56,RU,1725840733
132,pangody,65.85,74.4859,35.55,82,92,16.71,RU,1725840734
133,kayyerkan,69.3786,87.7439,32.65,98,100,19.6,RU,1725840735
134,kokstad,-30.5472,29.4241,42.44,91,100,4.07,ZA,1725840736
135,mumbwa,-14.9783,27.0619,69.73,43,8,6.98,ZM,1725840737
136,greenville,35.6127,-77.3663,66.13,87,0,0.0,US,1725840738
137,markaz-e hukumat-e darweshan,31.1323,64.1934,71.87,16,0,11.36,AF,1725840739
138,chibougamau,49.9168,-74.3659,46.02,93,100,5.75,CA,1725840740
139,luxor,25.6989,32.6421,85.12,24,0,4.9,EG,1725840741
140,novodvinsk,64.4165,40.8122,55.15,85,64,5.5,RU,1725840742
141,isangel,-19.55,169.2667,75.31,59,71,16.98,VU,1725840744
142,pisco,-13.7,-76.2167,64.45,77,23,9.22,PE,1725840745
143,kidal,18.4411,1.4078,88.12,47,18,7.81,ML,1725840746
144,port saint john's,-31.6229,29.5448,57.56,83,100,14.29,ZA,1725840747
145,thompson,55.7435,-97.8558,71.28,46,89,5.32,CA,1725840748
146,bredasdorp,-34.5322,20.0403,46.69,85,82,4.32,ZA,1725840750
147,conduaga,8.862,117.4893,82.71,79,77,2.62,PH,1725840751
148,margate,51.3813,1.3862,56.88,92,63,9.4,GB,1725840752
149,sokoni,-6.4333,39.55,76.6,79,5,12.75,TZ,1725840753
150,bogandinskiy,56.8937,65.8938,53.65,98,14,7.34,RU,1725840755
151,saint-pierre,-21.3393,55.4781,69.48,68,100,4.61,RE,1725840756
152,aksu,41.1231,80.2644,67.23,26,75,6.15,CN,1725840757
153,mundra,22.85,69.7333,80.02,83,5,13.47,IN,1725840551
154,luderitz,-26.6481,15.1594,51.67,75,0,20.04,NA,1725840759
155,minas de marcona,-15.2119,-75.1103,55.54,74,18,11.48,PE,1725840760
156,kalmunai,7.4167,81.8167,79.47,75,100,8.5,LK,1725840553
157,praia da vitoria,38.7333,-27.0667,69.76,79,61,9.35,PT,1725840762
158,whitehorse,60.7161,-135.0538,57.02,89,91,1.99,CA,1725840763
159,fale old settlement,-9.3852,-171.2468,82.94,70,5,16.58,TK,1725840766
160,wellington,-41.2866,174.7756,59.86,61,20,23.02,NZ,1725840632
161,xining,36.6167,101.7667,53.47,96,100,2.95,CN,1725840768
162,talnakh,69.4865,88.3972,32.79,98,100,16.8,RU,1725840769
163,fort bragg,35.139,-79.006,71.33,66,100,0.0,US,1725840770
164,steamboat springs,40.485,-106.8317,70.36,30,100,8.05,US,1725840771
165,andergrove,-21.0833,149.1833,72.72,67,63,7.54,AU,1725840772
166,boguchany,58.3814,97.4531,44.94,97,68,7.36,RU,1725840773
167,sal rei,16.1833,-22.9167,78.28,78,48,12.48,CV,1725840774
168,blackmans bay,-43.0167,147.3167,53.73,58,89,5.01,AU,1725840775
169,aldan,58.6031,125.3894,44.51,95,100,4.14,RU,1725840733
170,lucapa,-8.4192,20.7447,70.88,41,46,2.8,AO,1725840778
171,carnarvon,-24.8667,113.6333,68.52,48,0,8.43,AU,1725840779
172,atar,20.5169,-13.0499,94.14,25,21,3.76,MR,1725840780
173,kingston,17.997,-76.7936,84.16,81,10,3.31,JM,1725840601
174,tralee,52.2704,-9.7026,54.95,67,90,10.09,IE,1725840782
175,anloga,5.7947,0.8973,76.05,85,37,11.05,GH,1725840783
176,ceelbuur,4.685,46.6176,76.69,73,100,18.88,SO,1725840784
177,la passe,45.5549,-0.8967,65.5,83,55,15.46,FR,1725840785
178,abepura,-2.6333,140.5833,81.41,78,40,4.61,ID,1725840786
179,anta,25.15,76.3,77.56,90,91,3.27,IN,1725840788
180,golfito,8.639,-83.166,72.52,96,99,3.0,CR,1725840789
181,isla mujeres,21.2311,-86.731,84.25,85,33,11.59,MX,1725840790
182,bayanhongor,46.7167,100.1167,30.31,56,29,1.39,MN,1725840791
183,malango,-2.9627,119.9001,71.8,90,60,1.74,ID,1725840792
184,montaigu,46.9767,-1.3085,62.38,89,97,12.12,FR,1725840793
185,george town,5.4112,100.3354,78.73,73,20,3.44,MY,1725840794
186,luang prabang,19.8856,102.1347,74.1,100,100,2.01,LA,1725840795
187,flying fish cove,-10.4217,105.6791,76.68,94,100,14.97,CX,1725840796
188,imsil,35.6131,127.2794,77.0,85,100,0.56,KR,1725840797
189,benguela,-12.5763,13.4055,68.41,85,46,1.28,AO,1725840799
190,dakhla,23.6848,-15.958,68.88,88,75,20.07,EH,1725840800
191,new norfolk,-42.7826,147.0587,54.91,68,93,10.56,AU,1725840801
192,qaqortoq,60.7167,-46.0333,41.16,76,100,2.95,GL,1725840802
193,lander,42.833,-108.7307,85.01,13,0,0.0,US,1725840803
194,bereznik,62.8551,42.7072,53.2,86,58,3.04,RU,1725840804
195,nongpoh,25.9,91.8833,71.92,91,53,3.33,IN,1725840805
196,mar del plata,-38.0023,-57.5575,54.12,85,80,5.01,AR,1725840606
197,jamestown,42.097,-79.2353,57.02,69,40,6.91,US,1725840555
198,parkes,-33.1333,148.1833,59.63,43,100,6.71,AU,1725840808
199,tosham,28.8833,75.9167,82.51,70,61,2.26,IN,1725840810
200,mejit,10.2753,170.8646,81.79,82,19,15.99,MH,1725840811
201,tadine,-21.55,167.8833,74.07,54,75,14.38,NC,1725840812
202,faya-largeau,17.9257,19.1043,92.35,25,43,8.52,TD,1725840813
203,matthew town,20.95,-73.6667,84.07,80,16,15.46,BS,1725840814
204,dingzhou,38.5131,114.9956,71.85,87,100,1.23,CN,1725840815
205,aykhal,66.0,111.5,42.06,82,100,13.2,RU,1725840816
206,mbuji-mayi,-6.15,23.6,78.51,56,70,5.1,CD,1725840817
207,isafjordur,66.0755,-23.124,33.78,84,99,18.9,IS,1725840818
208,le grazie di ancona,43.6008,13.5153,75.0,93,100,2.3,IT,1725840820
209,igarka,67.4667,86.5833,32.5,95,100,21.52,RU,1725840821
210,ulanhot,46.0833,122.0833,65.7,92,83,15.57,CN,1725840822
211,manay,7.215,126.5397,82.09,73,88,1.03,PH,1725840824
212,filiasi,44.55,23.5167,60.49,36,21,4.63,RO,1725840826
213,talakan,50.3167,130.3667,61.88,45,99,8.63,RU,1725840827
214,mashhad,36.297,59.6062,60.94,36,0,0.0,IR,1725840828
215,yarkovo,57.4028,67.0786,55.08,96,48,7.94,RU,1725840830
216,gizo,-8.103,156.8419,81.25,73,64,16.75,SB,1725840831
217,cabo san lucas,22.8909,-109.9124,91.71,51,100,6.91,MX,1725840755
218,ghanzi,-21.5667,21.7833,65.91,21,1,9.42,BW,1725840834
219,daru,-9.0763,143.2092,77.22,78,54,13.6,PG,1725840835
220,syktyvkar,61.6764,50.8099,56.93,100,40,2.24,RU,1725840836
221,vila velha,-20.3297,-40.2925,73.35,90,40,4.61,BR,1725840669
222,kurmuk,10.55,34.2833,69.44,83,95,3.0,SD,1725840838
223,remire-montjoly,4.9167,-52.2667,82.44,78,0,6.91,GF,1725840841
224,bodo,67.28,14.405,66.24,68,0,10.36,NO,1725840842
225,constantia,44.1833,28.65,61.7,58,0,7.56,RO,1725840626
226,kodiak,57.79,-152.4072,54.91,82,100,3.44,US,1725840844
227,whakatane,-37.9585,176.9854,64.51,72,16,4.0,NZ,1725840845
228,ashland,40.8167,-82.2665,61.99,74,3,4.47,US,1725840846
229,lebu,-37.6167,-73.65,47.44,88,97,5.97,CL,1725840847
230,palmas,-10.2128,-48.3603,84.07,28,0,6.91,BR,1725840575
231,hassi messaoud,31.6804,6.0729,84.83,59,87,14.72,DZ,1725840851
232,amahai,-3.3333,128.9167,79.21,79,80,12.59,ID,1725840852
233,taltal,-25.4,-70.4833,61.9,74,38,4.12,CL,1725840620
234,curillo,1.0333,-75.9191,71.74,89,67,1.99,CO,1725840854
235,acarau,-2.8856,-40.12,77.29,82,45,19.8,BR,1725840855
236,sao vicente,-23.9631,-46.3919,74.21,68,11,1.72,BR,1725840597
237,khandyga,62.6667,135.6,46.29,70,100,4.63,RU,1725840857
238,zakamensk,50.3741,103.2863,40.68,93,65,3.58,RU,1725840858
239,sohar,24.3643,56.7468,84.09,75,1,6.89,OM,1725840860
240,mount gambier,-37.8333,140.7667,53.67,72,74,11.3,AU,1725840861
241,mil'kovo,55.6078,37.7956,61.34,67,12,4.32,RU,1725840862
242,lazaro cardenas,17.9583,-102.2,83.43,78,62,2.66,MX,1725840863
243,polyarnyy,69.1989,33.4478,55.42,92,58,12.48,RU,1725840865
244,port alfred,-33.5906,26.891,54.18,81,75,3.0,ZA,1725840866
245,inhambane,-23.865,35.3833,71.08,80,0,8.16,MZ,1725840867
246,argo,37.6333,22.7333,73.49,76,0,2.35,GR,1725840868
247,huanggang,23.677,116.9996,80.47,83,98,1.88,CN,1725840869
248,lovington,32.944,-103.3485,81.18,30,0,4.0,US,1725840871
249,borogontsy,62.6683,131.1683,47.59,67,100,2.8,RU,1725840872
250,lewistown,40.5992,-77.5714,62.01,51,0,10.36,US,1725840786
251,brisas de zicatela,15.8369,-97.0419,84.72,79,100,5.75,MX,1725840875
252,san isidro de curuguaty,-24.5167,-55.7,86.47,21,44,4.94,PY,1725840876
253,colonia,50.9333,6.95,58.95,82,87,5.01,DE,1725840647
254,coron,11.9986,120.2043,83.55,76,100,2.71,PH,1725840878
255,sarmiento,-45.5882,-69.07,49.53,53,100,18.03,AR,1725840636
256,rongelap,11.1635,166.8941,83.75,77,15,18.52,MH,1725840881
257,ponta delgada,37.7333,-25.6667,70.52,83,20,8.05,PT,1725840882
258,changping,40.2186,116.2197,69.21,91,100,0.67,CN,1725840883
259,qamdo,31.1667,97.2333,46.74,74,28,2.53,CN,1725840885
260,mahalapye,-23.1041,26.8142,68.83,28,1,6.87,BW,1725840886
261,nampula,-15.1165,39.2666,68.45,82,2,2.51,MZ,1725840887
262,kanker,20.2719,81.4931,74.26,97,100,6.42,IN,1725840888
263,keflavik,64.0049,-22.5624,39.63,75,20,21.85,IS,1725840889
264,usogorsk,63.4106,48.6872,60.06,72,82,2.71,RU,1725840892
265,hilo,19.7297,-155.09,84.94,67,0,8.05,US,1725840831
266,ndjole,-0.1783,10.7649,75.65,94,100,1.97,GA,1725840894
267,catia la mar,10.6038,-67.0303,83.1,83,64,6.53,VE,1725840873
268,seven pagodas,12.6264,80.1722,81.63,68,100,11.12,IN,1725840896
269,kudymkar,59.0173,54.656,52.47,89,31,3.06,RU,1725840897
270,ironwood,46.4547,-90.171,68.81,60,0,11.5,US,1725840898
271,san patricio,28.017,-97.5169,84.15,54,69,8.48,US,1725840899
272,plymouth,41.8334,-70.8328,61.05,67,0,0.0,US,1725840900
273,carbonear,47.7332,-53.2148,70.14,92,100,12.21,CA,1725840902
274,fundao,-19.9341,-40.4047,69.64,93,19,0.56,BR,1725840903
275,diego de almagro,-26.3667,-70.05,64.18,38,100,0.45,CL,1725840904
276,mount pearl,47.5166,-52.7813,65.32,95,75,11.5,CA,1725840905
277,walvis bay,-22.9575,14.5053,51.04,86,0,4.76,NA,1725840906
278,kinkala,-4.3614,14.7644,74.98,73,25,2.53,CG,1725840907
279,yaring,6.8662,101.3689,77.94,85,84,5.53,TH,1725840908
280,bhimunipatnam,17.8833,83.4333,78.31,95,100,11.12,IN,1725840909
281,kavaratti,10.5669,72.642,80.04,85,95,14.67,IN,1725840910
282,afaahiti,-17.75,-149.2833,72.97,68,58,19.24,PF,1725840911
283,zhicheng,30.2956,111.5047,83.32,71,0,5.03,CN,1725840913
